age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
32,average,NA,socially,never,graduated from ph.d program,asian,71,-1,science / tech / engineering,doesn&rsquo;t want kids,straight,likes cats,agnosticism but not too serious about it,m,NA,no,"english, ancient greek (okay), chinese (okay), french (okay), german (poorly)",single
21,curvy,mostly anything,socially,never,NA,other,61,-1,other,doesn&rsquo;t want kids,straight,has dogs and likes cats,NA,f,leo and it&rsquo;s fun to think about,no,"english (fluently), japanese (poorly), spanish (poorly)",unknown
36,athletic,mostly anything,socially,never,graduated from college/university,"native american, white",66,-1,NA,has kids,straight,likes dogs,NA,f,NA,no,"english (fluently), italian (poorly)",single
37,thin,NA,socially,sometimes,NA,white,67,-1,sales / marketing / biz dev,NA,straight,has cats,other,f,aquarius,no,english,single
20,average,anything,rarely,never,working on college/university,white,67,-1,artistic / musical / writer,NA,straight,likes dogs and likes cats,atheism,m,aquarius,no,"english (fluently), portuguese (poorly)",single
25,fit,NA,socially,never,graduated from masters program,indian,67,100000,computer / hardware / software,NA,straight,likes dogs,agnosticism,m,leo and it&rsquo;s fun to think about,no,"english (fluently), c++ (fluently), bengali (fluently), hindi (fluently)",single
26,average,mostly anything,socially,never,graduated from masters program,white,63,-1,medicine / health,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,christianity and very serious about it,f,NA,no,english,single
19,athletic,NA,socially,never,college/university,"hispanic / latin, other",73,-1,NA,NA,straight,has dogs and likes cats,christianity but not too serious about it,m,scorpio and it&rsquo;s fun to think about,sometimes,"english (fluently), spanish (fluently)",single
34,athletic,mostly vegetarian,often,sometimes,graduated from ph.d program,white,68,-1,education / academia,"doesn&rsquo;t have kids, but might want them",straight,has dogs and likes cats,other,f,scorpio and it&rsquo;s fun to think about,no,english,single
31,fit,NA,socially,never,graduated from college/university,white,69,-1,other,doesn&rsquo;t have kids,straight,likes dogs,NA,f,virgo and it&rsquo;s fun to think about,no,english,single
35,NA,NA,NA,never,NA,asian,61,-1,NA,NA,straight,NA,NA,f,NA,no,english,single
57,athletic,strictly vegan,rarely,sometimes,graduated from college/university,white,69,-1,retired,NA,straight,likes dogs,christianity and somewhat serious about it,m,leo and it&rsquo;s fun to think about,no,"english, english (fluently)",single
20,NA,anything,rarely,never,working on two-year college,white,67,-1,student,NA,straight,likes dogs and has cats,agnosticism but not too serious about it,f,virgo and it&rsquo;s fun to think about,no,english,seeing someone
44,athletic,mostly other,socially,never,graduated from college/university,"pacific islander, white",76,-1,medicine / health,has a kid,straight,likes dogs,catholicism but not too serious about it,m,gemini and it&rsquo;s fun to think about,no,english,single
33,curvy,strictly anything,socially,never,graduated from masters program,"white, other",68,100000,computer / hardware / software,"doesn&rsquo;t have kids, but might want them",bisexual,has cats,atheism and very serious about it,m,gemini but it doesn&rsquo;t matter,no,"english (fluently), c++ (fluently), lisp (okay), spanish (poorly), japanese (poorly)",single
30,average,strictly anything,socially,never,graduated from college/university,white,76,-1,entertainment / media,NA,straight,NA,atheism and laughing about it,m,capricorn but it doesn&rsquo;t matter,no,english (fluently),single
26,average,mostly anything,socially,never,working on space camp,hispanic / latin,63,-1,other,NA,straight,NA,NA,f,NA,sometimes,english,single
29,skinny,anything,socially,never,graduated from college/university,NA,72,50000,executive / management,NA,straight,has dogs,NA,m,sagittarius,no,english,single
27,fit,NA,rarely,NA,working on two-year college,white,70,-1,construction / craftsmanship,NA,straight,has dogs and likes cats,NA,m,cancer and it&rsquo;s fun to think about,when drinking,"english, japanese (poorly)",single
18,fit,vegetarian,socially,sometimes,working on college/university,white,64,-1,other,doesn&rsquo;t have kids,straight,likes dogs,NA,f,NA,no,"english, french (fluently), spanish (okay)",single
48,curvy,anything,rarely,never,graduated from two-year college,other,63,-1,other,doesn&rsquo;t have kids,straight,has dogs and likes cats,catholicism but not too serious about it,f,pisces but it doesn&rsquo;t matter,NA,"english (fluently), english (fluently)",single
37,average,mostly anything,socially,never,graduated from college/university,NA,64,-1,NA,NA,straight,likes dogs and has cats,other but not too serious about it,f,NA,no,english,single
22,fit,NA,socially,never,working on college/university,"asian, white",73,-1,NA,NA,gay,likes dogs and dislikes cats,buddhism but not too serious about it,m,aquarius but it doesn&rsquo;t matter,when drinking,english (fluently),single
30,fit,NA,socially,never,graduated from masters program,NA,63,-1,NA,NA,straight,NA,judaism,f,NA,no,"english, italian (okay)",single
28,athletic,anything,often,NA,graduated from college/university,white,71,-1,artistic / musical / writer,NA,straight,NA,NA,f,virgo and it&rsquo;s fun to think about,no,english,single
51,average,NA,socially,never,graduated from two-year college,white,66,80000,executive / management,doesn&rsquo;t want kids,bisexual,has dogs and has cats,NA,f,NA,no,english,single
34,thin,strictly anything,not at all,never,dropped out of space camp,asian,70,150000,computer / hardware / software,"doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,agnosticism but not too serious about it,m,taurus but it doesn&rsquo;t matter,no,"english (fluently), vietnamese (poorly)",single
41,athletic,mostly anything,socially,never,graduated from college/university,"asian, black, other",68,-1,sales / marketing / biz dev,doesn&rsquo;t have kids,straight,likes dogs and likes cats,agnosticism,m,sagittarius,no,english (fluently),single
25,athletic,mostly other,socially,never,graduated from college/university,white,71,-1,other,doesn&rsquo;t have kids,straight,likes dogs and likes cats,NA,m,libra,no,"english (fluently), spanish (fluently), italian (fluently)",single
42,fit,strictly anything,socially,NA,dropped out of space camp,white,75,-1,sales / marketing / biz dev,has kids,straight,likes dogs and likes cats,atheism and laughing about it,m,cancer and it&rsquo;s fun to think about,NA,"english (poorly), other (fluently)",single
21,curvy,strictly anything,not at all,never,working on college/university,"native american, other",68,-1,artistic / musical / writer,"doesn&rsquo;t have kids, but wants them",bisexual,likes dogs and has cats,other and somewhat serious about it,f,aries but it doesn&rsquo;t matter,no,"english, other (poorly), spanish (okay)",single
27,NA,NA,NA,never,NA,NA,72,-1,NA,NA,straight,NA,other,m,virgo,NA,english,single
29,curvy,NA,socially,never,graduated from masters program,"middle eastern, hispanic / latin",62,-1,education / academia,NA,straight,has dogs,catholicism,f,cancer and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), french (poorly)",single
34,average,NA,socially,NA,graduated from masters program,NA,63,-1,computer / hardware / software,doesn&rsquo;t have kids,straight,likes dogs and likes cats,NA,f,pisces but it doesn&rsquo;t matter,no,"english (fluently), urdu (fluently), spanish (poorly)",single
24,average,strictly vegetarian,socially,sometimes,working on college/university,white,66,20000,medicine / health,"doesn&rsquo;t have kids, but might want them",bisexual,likes dogs and has cats,atheism and laughing about it,f,gemini but it doesn&rsquo;t matter,sometimes,"english (fluently), spanish (okay), french (poorly)",single
23,NA,vegetarian,socially,NA,graduated from college/university,white,64,-1,NA,NA,straight,likes dogs and likes cats,NA,f,scorpio and it&rsquo;s fun to think about,no,"english, french",single
26,average,vegetarian,socially,never,graduated from masters program,NA,71,-1,executive / management,doesn&rsquo;t have kids,straight,likes dogs,hinduism but not too serious about it,m,gemini but it doesn&rsquo;t matter,no,english,single
26,athletic,NA,socially,never,NA,white,75,40000,NA,NA,straight,NA,NA,m,NA,sometimes,english,single
23,fit,strictly anything,socially,NA,graduated from college/university,white,66,-1,NA,NA,straight,NA,NA,f,NA,no,english,single
32,average,mostly anything,socially,never,graduated from college/university,indian,75,-1,science / tech / engineering,NA,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,virgo but it doesn&rsquo;t matter,no,english,single
38,NA,NA,socially,never,graduated from college/university,white,68,-1,medicine / health,NA,straight,likes dogs and likes cats,catholicism but not too serious about it,f,leo and it&rsquo;s fun to think about,no,english (fluently),single
24,average,mostly anything,socially,never,graduated from space camp,white,70,60000,construction / craftsmanship,has a kid,straight,likes dogs and likes cats,buddhism but not too serious about it,m,libra and it&rsquo;s fun to think about,yes,english (okay),single
26,athletic,mostly anything,socially,never,graduated from college/university,asian,67,-1,science / tech / engineering,NA,straight,likes dogs and likes cats,buddhism and somewhat serious about it,m,aquarius and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay), vietnamese (okay), spanish (okay)",single
32,athletic,mostly vegetarian,not at all,never,graduated from college/university,"black, native american, white",71,70000,construction / craftsmanship,has kids,straight,NA,other,m,cancer,no,english,single
24,fit,vegetarian,socially,never,working on college/university,"hispanic / latin, other",69,-1,artistic / musical / writer,NA,gay,likes dogs and likes cats,buddhism and laughing about it,m,cancer and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)",single
28,fit,NA,socially,NA,graduated from college/university,"middle eastern, white",74,-1,artistic / musical / writer,NA,straight,NA,other,m,libra and it&rsquo;s fun to think about,yes,NA,single
38,average,NA,socially,NA,graduated from college/university,asian,70,-1,NA,has a kid,straight,NA,NA,m,gemini,no,english,single
27,used up,mostly anything,desperately,never,graduated from college/university,white,71,-1,executive / management,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,agnosticism and somewhat serious about it,m,taurus and it&rsquo;s fun to think about,no,english,single
28,athletic,mostly vegetarian,not at all,never,NA,asian,70,-1,NA,NA,straight,NA,NA,m,NA,no,english,seeing someone
28,average,mostly anything,socially,never,working on college/university,white,71,60000,transportation,might want kids,straight,likes dogs,atheism and very serious about it,m,cancer but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), portuguese (poorly)",single
33,thin,mostly anything,often,sometimes,graduated from masters program,white,64,-1,science / tech / engineering,NA,straight,NA,catholicism and laughing about it,f,cancer and it&rsquo;s fun to think about,no,english,single
23,thin,mostly anything,socially,sometimes,working on college/university,white,71,20000,construction / craftsmanship,NA,straight,likes dogs and likes cats,other and laughing about it,m,scorpio but it doesn&rsquo;t matter,yes,"english (fluently), spanish (fluently)",single
34,fit,NA,socially,sometimes,graduated from college/university,white,69,80000,entertainment / media,NA,straight,likes dogs,NA,m,cancer,sometimes,english,single
36,average,strictly anything,not at all,sometimes,graduated from college/university,asian,59,-1,science / tech / engineering,doesn&rsquo;t have kids,bisexual,likes dogs and has cats,agnosticism and laughing about it,f,taurus and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay)",married
